Cluster,Iteration,Weight_Seismic,Weight_Wildfire,Weight_Flood,Weight_Soil_Erosion,Weight_Landslide,Weight_Asset_Vulnerability
1,33,0.28589751132636304,0.29405821735660265,0.029523431908752527,0.08502599190056703,0.12128397632873274,0.18421087117898197
1,34,0.2992463299867769,0.2942038204105731,0.02763829599171502,0.08829582114920277,0.12162245318387728,0.168993279277855
1,35,0.2939863529883363,0.30125045263762884,0.030093866280398146,0.0799803206984632,0.127064803478575,0.16762420391659852
1,36,0.3099738466480843,0.2635808573898162,0.029619754665293454,0.09531723457004534,0.12108381230315077,0.18042449442361005
1,37,0.2915423174601474,0.3064075596854522,0.027475701754845552,0.08519358071412843,0.12858423907452401,0.16079660131090232
1,38,0.3123257527690169,0.2912860002623718,0.03241299825481751,0.09353169963119819,0.11459099420681253,0.15585255487578306
1,39,0.2970971157789087,0.28593097160113,0.03256953293986869,0.0893953636754209,0.127774788263612,0.16723222774105964
1,40,0.2732327380545334,0.2946811550560036,0.03422847103045125,0.09690400388129601,0.1400273357364479,0.1609262962412678
1,41,0.31339012174253417,0.27720222111276555,0.03317217925023583,0.08709428725655899,0.12704736471846864,0.16209382591943683
1,42,0.3149466792421604,0.26702932055659484,0.028352747454465026,0.0805167321653082,0.12376102501047292,0.18539349557099855
1,43,0.297071474218994,0.3042701139455404,0.029531581103841992,0.0753740859520688,0.12868018061868147,0.1650725641608733
1,44,0.274257419905063,0.32176462573612347,0.02954667103547635,0.09120004095676684,0.12050515950442357,0.16272608286214674
1,45,0.28674008432071296,0.30303620539605447,0.02913007879775772,0.07966361293134668,0.1234137507481085,0.17801626780601967
1,46,0.2838035124535375,0.30365143226348335,0.033851199306577644,0.09003756210981265,0.12087606061444774,0.1677802332521411
1,47,0.3110702829945304,0.26258504291152535,0.028752605192952852,0.09040392436654314,0.13248260571313267,0.17470553882131565
1,48,0.2812935415965256,0.28804168633863286,0.03492263466365379,0.08370985286342741,0.11850657577820874,0.19352570875955158
1,49,0.29896565025226496,0.27046457685651354,0.03364374360316386,0.08721396146773197,0.133314203405477,0.1763978644148486
1,50,0.2824953619761355,0.29362779001267497,0.030564772791726803,0.09140606868864283,0.12539969602328938,0.17650631050753057
1,51,0.31113876695761344,0.2719491561145409,0.03296151020682231,0.08994692511266478,0.1259206269797639,0.1680830146285946
1,52,0.2759478519925846,0.293758686543355,0.03312947599381632,0.08789928505051739,0.13256927905746885,0.17669542136225777
1,53,0.32585943316375376,0.2719276992881599,0.029790209059325983,0.0964336561640353,0.11742614531262364,0.15856285701210143
1,54,0.320502221260567,0.28925064660024663,0.031707103655395974,0.08040607338331734,0.11742051331678167,0.1607134417836914
1,55,0.3134513310384395,0.28019319860193204,0.032059007748851176,0.09371436379668784,0.13203527341405005,0.1485468254000395
1,56,0.3036586980562925,0.27476186659551044,0.0314819628348097,0.08120028468443646,0.13021959285592755,0.17867759497302335
1,57,0.32141990147372257,0.26672119642945036,0.03219693151483715,0.09186480095611413,0.13447008537554656,0.15332708425032923
1,58,0.29008256238364266,0.2804733780445055,0.02951917040283351,0.08840747484218582,0.12735327717634273,0.1841641371504898
1,59,0.2764061341306671,0.32131652584360226,0.03010016264007129,0.08746422543387737,0.1171138287865276,0.16759912316525435
1,60,0.2897672087204572,0.28607674828165475,0.032202990270825925,0.0927007448142529,0.11972474753893979,0.17952756037386944
1,61,0.3052714054136709,0.2991937545442919,0.02877216886336487,0.08225459944026274,0.11973991993733145,0.164768151801078
1,62,0.27254470948033904,0.30863447738374433,0.02852299857055101,0.08760695267235612,0.1291936117571933,0.1734972501358162
1,63,0.27068534219783724,0.3224868351618009,0.033958488120685075,0.08704969554996789,0.12419742851326163,0.1616222104564473
1,64,0.29656569692569834,0.30019921869769756,0.0318221592996567,0.08023287883732433,0.11614016723517485,0.17503987900444815
1,65,0.2864606874668998,0.2998750077717344,0.03391587491208586,0.09414067623071214,0.12403674804701624,0.16157100557155157
1,66,0.29585028641531264,0.2854385523939877,0.02935235104436686,0.08769241175209938,0.11823505963108072,0.18343133876315268
1,67,0.3178654411243052,0.2808341835719296,0.029715205897759805,0.08334853915081428,0.1194785844101666,0.16875804584502457
1,68,0.29389302484459406,0.30629560149952495,0.02961973125515568,0.08723790077706409,0.12875495974865983,0.15419878187500127
1,69,0.2712019329486795,0.30038280839330656,0.03257443855161714,0.09080180036750866,0.12699491057911272,0.17804410915977537
1,70,0.3037256920244313,0.2992552991386962,0.031187539974668298,0.08693858873532656,0.12440393141966125,0.1544889487072163
1,71,0.28777559750616505,0.28150279766636205,0.03058074188597121,0.08948044524385282,0.12119374248668527,0.18946667521096364
1,72,0.27431616555221633,0.3181288449868235,0.03116917892212186,0.08433197779684226,0.12865184678652541,0.16340198595547062
1,73,0.3049242423243027,0.30809149294682064,0.026728633077285173,0.07836637145731007,0.11895123199637156,0.16293802819790992
1,74,0.3119634003998591,0.28764010629607434,0.028528230388667343,0.09275980230101855,0.12594183054991964,0.15316663006446107
1,75,0.30249937661221393,0.29072362423259107,0.031158534357844537,0.07765596349628279,0.12473508368522976,0.17322741761583788
1,76,0.2705582239745552,0.31304908097849427,0.03206277359285929,0.09668244266263663,0.1324637656110949,0.15518371318035973
1,77,0.2749904043483408,0.3089315973827846,0.028841732226558787,0.08326945423841293,0.13113249067259342,0.1728343211313095
1,78,0.2809391175148293,0.2875396751225181,0.0337526426431728,0.08909789306329198,0.13951279104661968,0.16915788060956818
1,79,0.3037293163532921,0.2933217683540432,0.03046649987757696,0.08021084220512685,0.1284190353355932,0.16385253787436774
1,80,0.32127332413182524,0.2814330381545597,0.028309180442023626,0.08081851536045691,0.12357809355295392,0.16458784835818055
1,81,0.2960703963507173,0.2947678661499847,0.03275027398153523,0.08538894836411026,0.11536231456600352,0.17566020058764908
1,82,0.29839387277014223,0.27780130292001165,0.028000989691064314,0.09210004115832006,0.1310539319737804,0.1726498614866813
1,83,0.2787697543590283,0.30620778433527196,0.032513243113204145,0.08353932491451505,0.11854088484626175,0.1804290084317189
1,84,0.26803067988108015,0.32103449624583935,0.03180622010234761,0.09500356784849025,0.11565416725375259,0.16847086866849004
1,85,0.2873728922855698,0.2971182679068265,0.030648268915322168,0.09308340454249157,0.1213269134250679,0.1704502529247221
1,86,0.2836249670341965,0.29802303721090556,0.029311147921366052,0.08289030841650903,0.13263535013309424,0.17351518928392864
1,87,0.2687279649871767,0.3111141970524908,0.029713318166735052,0.0867487757091365,0.12436671595133106,0.17932902813312987
1,88,0.29725971431064,0.2741112316759467,0.030502300374306623,0.08614270686326056,0.1273989833381821,0.18458506343766407
1,89,0.29129416043398504,0.29045237929616236,0.030633186766806954,0.08964315261434809,0.12147373480971099,0.17650338607898658
1,90,0.30045810726581124,0.2959990012298881,0.02980910339819403,0.0868535442757581,0.1275746994662464,0.15930554436410213
1,91,0.27678482562555723,0.30296188400241914,0.03260392179928414,0.08994161239689213,0.12684159120889205,0.17086616496695528
1,92,0.3074813225499593,0.293912621494403,0.03256328340648958,0.09116638791074831,0.12179665176439974,0.15307973287400012
1,93,0.2718162724767745,0.3137474145329622,0.030847196607741857,0.08522073373408569,0.1280722535633755,0.1702961290850603
1,94,0.2856928240518261,0.3055483173528535,0.029792554989041944,0.0904065960228654,0.12857589402342715,0.1599838135599859
1,95,0.304674834742995,0.31672317940994105,0.028961770167381117,0.08100269754735052,0.1169448983838201,0.15169261974851228
1,96,0.32127866722741305,0.27954446793589466,0.029355113813977533,0.08867021225253556,0.11545062860211928,0.16570091016805993
1,97,0.2954396053806945,0.28737102372787876,0.029127108595241386,0.09995412100480087,0.12462146320308962,0.16348667808829487
1,98,0.2734983665348785,0.29992054178758687,0.029877698795677653,0.08648179268940467,0.12452243077425684,0.1856991694181954
1,99,0.295246673158101,0.3066428626428167,0.02729013960796545,0.0832438833109393,0.11533984444892811,0.1722365968312494
1,100,0.29111875994488723,0.2854358721217247,0.029906818378082636,0.09014473191444826,0.13131495783907868,0.17207885980177845
1,101,0.2913674604859433,0.30866858377987,0.029447521715106846,0.08813138804774552,0.13018412793496106,0.1522009180363732
1,102,0.3060560464654622,0.2823056873247516,0.02752919374156737,0.08768426183667073,0.12897869995952976,0.16744611067201826
1,103,0.30367712949304765,0.3021238320720183,0.02833086735880116,0.07890449472917731,0.12253636165774268,0.1644273146892128
1,104,0.2929771769683401,0.29153929259754385,0.029040585203569856,0.0824147949046571,0.12843255522111724,0.17559559510477182
1,105,0.3159827904222033,0.2806982157765828,0.02780950401402052,0.08928740024241906,0.12927761348171674,0.15694447606305748
1,106,0.29556832747949535,0.28897453850237736,0.029325389099742742,0.08632746055859443,0.11786912742633408,0.1819351569334559
1,107,0.31297020843658313,0.27907063469779125,0.02880021698420358,0.08942127489448576,0.12601589706128102,0.1637217679256552
1,108,0.29169887694556984,0.2915724439887667,0.034157311187994754,0.09682965736799416,0.11903384072061142,0.16670786978906313
1,109,0.31300215754508776,0.2952106792860681,0.03264549163564294,0.08094418415152693,0.12733631896379305,0.15086116841788125
1,110,0.2847925231820809,0.2842891674872466,0.031424136950330916,0.09130974604003779,0.13101944497742302,0.17716498136288075
1,111,0.2904488657107589,0.3000445575971424,0.027906432267997272,0.0833537067732786,0.1359706019216324,0.1622758357291904
1,112,0.2794635971486951,0.29205913794020055,0.0315587325186621,0.09228101656373588,0.12908101996371873,0.1755564958649875
1,113,0.3066514015942634,0.2778540436464838,0.028617783974375696,0.08744566834048675,0.1308228877060213,0.16860821473836904
1,114,0.3075937939908495,0.3050629875842511,0.03131717117049341,0.09076787146425837,0.11405519834682218,0.15120297744332545
1,115,0.3147689324405636,0.2901041603701397,0.03181854758261207,0.09316171887864902,0.11042325777206738,0.15972338295596827
1,116,0.27568866653880214,0.2986938491040458,0.03338942718725087,0.09710813306465199,0.11638913049277635,0.17873079361247285
1,117,0.3094023539077639,0.2997469606465911,0.029268677335771747,0.08463385332984018,0.1216022375530109,0.15534591722702215
1,118,0.28908937901170895,0.29756635840551027,0.027145985641473126,0.08432690406614866,0.11927702557149268,0.18259434730366633
1,119,0.271750108175257,0.30124666568454633,0.03252458256486375,0.09369519462248559,0.1319391242920077,0.16884432466083965
1,120,0.2880495080677169,0.3070939537606598,0.02911522788112844,0.07869835133442428,0.12607620805538217,0.17096675090068855
1,121,0.31803760626659916,0.27498170146671963,0.03425138135945964,0.09497569414745746,0.11741465999152217,0.16033895676824192
1,122,0.293763998821747,0.3072023871244413,0.030689418366888096,0.08727049116951625,0.11163540314390355,0.16943830137350388
1,123,0.2961776725517974,0.3028284956172404,0.02809046186942261,0.08217211461647853,0.1280474707600862,0.16268378458497487
1,124,0.27691220265052,0.3188672330623512,0.0320574182420069,0.08683155248856551,0.12960877724402187,0.15572281631253457
1,125,0.28275072344942115,0.3144033866365551,0.028844604788836756,0.08864821511070334,0.12473209877123947,0.16062097124324423
1,126,0.27317746759323314,0.2775750538082883,0.02863844188552154,0.09501018076311231,0.13825124286351173,0.187347613086333
1,127,0.296423574024689,0.29190614517751035,0.02720652610577775,0.09166686305555474,0.12187548730444608,0.17092140433202205
1,128,0.3150465597684663,0.294119629481385,0.030166459047389193,0.07810070788885982,0.1144735839320305,0.16809305988186912
1,129,0.28133385714061937,0.2908389566228602,0.03204367321160122,0.09512106754712604,0.13147582787672088,0.16918661760107231
1,130,0.3142439575611982,0.29113021488201957,0.02955299527220226,0.0806086705183383,0.12111945477265858,0.16334470699358308
1,131,0.2990399591414183,0.29978423076680577,0.02875276644170692,0.09029028263824336,0.12103897635286057,0.1610937846589651
1,132,0.2942213150454902,0.2745600298056923,0.03268575800455827,0.0977973901309514,0.11702780941992624,0.1837076975933816
1,133,0.3054094018295569,0.27309261404949126,0.03402965984662682,0.09210415134856834,0.13175376168777356,0.1636104112379832
1,134,0.29751413061527526,0.3028837539262394,0.0317311595718124,0.08879043602071224,0.12585687435436557,0.15322364551159523
1,135,0.2911464730464831,0.2761491224660695,0.028742356864216338,0.09356411143758044,0.12614743051922098,0.1842505056664296
1,136,0.2855792550913859,0.29995315438769105,0.031245529211179016,0.08522638526030428,0.12305340728550872,0.17494226876393107
1,137,0.31784549343253193,0.29833295206741856,0.03073168887537289,0.08431333437801487,0.1139235359501089,0.1548529952965528
1,138,0.3140571831208848,0.2891479243413975,0.02964102443935198,0.08205731464484174,0.12500013404469149,0.1600964194088324
1,139,0.29958519838987824,0.2993957345031999,0.030618525828224316,0.09453952130525763,0.11815457670850907,0.15770644326493088
1,140,0.3007078483199544,0.30639281521212874,0.026643915628739308,0.07881041671823735,0.12891243901174057,0.15853256510919972
1,141,0.2842297232361994,0.29048928636350724,0.03049477748042979,0.09043182844476964,0.12062246882398145,0.1837319156511125
1,142,0.2934563986308332,0.2788411450560386,0.03045723925202588,0.10036846401831019,0.12357321020803887,0.1733035428347533
1,143,0.2874162705991976,0.3038949030126209,0.02998175564887101,0.09039936569843053,0.1107018267279629,0.17760587831291696
1,144,0.3046582684649911,0.28727865798129276,0.028051359862331898,0.08236369999057944,0.13205173758057134,0.16559627612023342
1,145,0.3014024428062348,0.2862567877332538,0.029996322805077913,0.08690174867312667,0.12509810839396104,0.17034458958834578
1,146,0.29146334550219183,0.2968650929893073,0.031639757936385265,0.09008897668449968,0.11482777116281448,0.17511505572480135
1,147,0.27312033175877054,0.3161027325229445,0.03158708718102281,0.0861045602137509,0.13364107650186954,0.15944421182164167
1,148,0.3022326759316047,0.2995319235452933,0.02720411651818305,0.08577234051152433,0.11804392032740905,0.16721502316598566
1,149,0.302716456295121,0.26431620254900345,0.030882115250115305,0.09063433560239159,0.1333409751071842,0.17810991519618447
1,150,0.2860370146563588,0.29180839844747336,0.031478409065715765,0.09709697063116171,0.11725723401784068,0.17632197318144974
1,151,0.2858225348940629,0.2919571094750174,0.028073302465862062,0.08893619558060029,0.12859533271238544,0.17661552487207186
1,152,0.28836455690105,0.2926745830828951,0.032557691021919376,0.08592538485668968,0.12170279330947091,0.17877499082797485
1,153,0.2894966606812493,0.2843790319442499,0.032539511194825385,0.09018508454051252,0.13529184240071307,0.1681078692384499
1,154,0.30641949054212514,0.28755853388506897,0.028423013686379225,0.07832861164441932,0.12360709628951877,0.1756632539524886
1,155,0.3081946589713821,0.2724024892441159,0.03160849290952947,0.0833285900444596,0.13159817758461206,0.17286759124590084
1,156,0.27730419806805523,0.3082192770509278,0.029957592670315718,0.0864854593265205,0.11440185729397875,0.183631615590202
1,157,0.2973980230612478,0.27484668974117965,0.03032787475201335,0.08421247858712505,0.12895805213421904,0.18425688172421506
1,158,0.27391896293141427,0.276314773224956,0.033159484121977625,0.0959519393190104,0.137111730080124,0.1835431103225177
1,159,0.2979639727991346,0.28754111331923105,0.032217855210569336,0.09090235152129633,0.11819730788915098,0.17317739926061765
1,160,0.30041312330240016,0.2715212390649411,0.03232047149805179,0.08661529149677731,0.13108924255507134,0.17804063208275833
1,161,0.29115336102608297,0.29284205068787095,0.033839050643378936,0.08579401247577069,0.12586617492186303,0.17050535024503344
1,162,0.3081983574559053,0.30205624647497226,0.030859337644834853,0.08089783747892347,0.12377193188941384,0.1542162890559502
1,163,0.27597404704733797,0.2904451982807261,0.02990839492917366,0.09876166626448031,0.12871479106112818,0.1761959024171538
1,164,0.3065681814078764,0.28525091986341605,0.02845911627579591,0.08412315101936389,0.12196177860103694,0.17363685283251082
1,165,0.3055955656261402,0.2939215262169155,0.028164983723119565,0.0836177510052801,0.11180690605850897,0.1768932673700356
1,166,0.31125887403119235,0.2732071170887044,0.0285647382298602,0.08684782538881948,0.1186671851753908,0.1814542600860328
1,167,0.3018830038114463,0.2767243177703095,0.028255859772540637,0.09228097599885736,0.11400326244413064,0.18685258020271558
1,168,0.31365122787090616,0.2796261454381503,0.03219985174367912,0.08737263052413037,0.1289007321113563,0.15824941231177767
1,169,0.3018372205090873,0.2912079154248538,0.029164359486621987,0.08402424572901092,0.1145020338091561,0.1792642250412699
1,170,0.28802750307926633,0.2939861526811305,0.032977193856848934,0.09244051827805376,0.11297069536015412,0.17959793674454633
1,171,0.28533731619252606,0.2871249528915208,0.03292446874605818,0.08554120676390334,0.12715998513983978,0.1819120702661519
1,172,0.3145431498334046,0.2810480987040329,0.02839524375906699,0.07920170080044918,0.12237500388462812,0.17443680301841813
1,173,0.31396920766877506,0.2889170468910227,0.029232316092591158,0.08612725654930624,0.1167909557727153,0.16496321702558953
1,174,0.3084071147144149,0.29361307174872175,0.027562307460953832,0.08682167451765588,0.11309190340966399,0.1705039281485898
1,175,0.28022665741421704,0.2880515534597935,0.032841117424051186,0.09867773185834695,0.12454505126259718,0.17565788858099418
1,176,0.30540284944808516,0.2789360740106554,0.03493077697488807,0.09648650123746778,0.12321437912485872,0.16102941920404482
1,177,0.27492064310929,0.31420181186020923,0.03301502284931316,0.08716281591693789,0.13236755970853153,0.15833214655571817
1,178,0.27302935899709113,0.30165669520362376,0.030874647927911076,0.08584444876035514,0.12815947341249473,0.18043537569852405
1,179,0.2713806567764808,0.29983984444331474,0.031387506709385275,0.09511528189771082,0.11937775587054468,0.18289895430256364
1,180,0.2987438061701971,0.29338505640038404,0.029853622776920417,0.08393993802177621,0.11556610571370474,0.1785114709170175
1,181,0.28335522657581574,0.2937912273031641,0.033083953349737405,0.09117885486319771,0.12224496542931182,0.17634577247877317
1,182,0.3037117189351199,0.3069522722371152,0.03208298117344841,0.0793666179061724,0.11437364700510746,0.1635127627430366
1,183,0.2893699474001575,0.29401056142417803,0.03115234914565785,0.08880429137507945,0.12650813143076978,0.1701547192241573
1,184,0.3065187904010115,0.29239170874448434,0.027856758441309436,0.08469979491757512,0.12258946233977497,0.16594348515584462
1,185,0.2991064477619375,0.2958984446967939,0.026960840445301327,0.09116635042760461,0.12170258057750108,0.16516533609086154
1,186,0.28654083524570695,0.289638571869769,0.03256467695316786,0.08447536654432056,0.13425358540844873,0.17252696397858688
1,187,0.30270611878355513,0.31074505780252804,0.03216267146986366,0.07794062052963249,0.12908852691101244,0.14735700450340816
1,188,0.3040116966882291,0.2888317903071257,0.030815907247042737,0.08376531648945479,0.1187313821226716,0.17384390714547612
1,189,0.2819396646512198,0.2952967501338176,0.033773372095715556,0.08122106189659355,0.13556554931088946,0.17220360191176404
1,190,0.26684870097926594,0.2980072192500482,0.03381269159006013,0.09325038427232084,0.12566876680860248,0.18241223709970245
1,191,0.2879755317643103,0.30020810946186616,0.029725100659846904,0.09418933219770845,0.13251528097700413,0.15538664493926405
1,192,0.3080828632196981,0.29149456028279463,0.03262936678597688,0.08507399033181563,0.11770572269409163,0.1650134966856231
1,193,0.3011577806559312,0.2976469368323566,0.028788891519548044,0.08421077644094696,0.11648392616662875,0.17171168838458842
1,194,0.2853478420358941,0.3058991802835776,0.03220969733048775,0.08577900380893239,0.13187863030981933,0.1588856462312889
1,195,0.2944528118367753,0.30660877499537453,0.031717997970733686,0.09140456716304704,0.12497231623014948,0.15084353180391993
1,196,0.31261529000243304,0.27542546630455544,0.029823332163854212,0.09454000617063828,0.12690744066287596,0.16068846469564316
1,197,0.30357173480913213,0.28788162324731176,0.028162128395659475,0.08918635198519055,0.12176066101053117,0.16943750055217482
1,198,0.29594353595306455,0.2974888155273738,0.030882582079675175,0.09415790772093177,0.12422543132520272,0.15730172739375203
1,199,0.2976555776899936,0.27070398758178243,0.03292655983202248,0.09723991373366268,0.12691961139430513,0.1745543497682336
1,200,0.2903754483344237,0.29067335350870577,0.033241520799144955,0.08508646204216287,0.12339042342220735,0.17723279189335536
1,201,0.2973157869679252,0.29961668145753034,0.030802846444927125,0.08337147495255555,0.12201705626178572,0.16687615391527608
1,202,0.3113184056827297,0.27397952421179217,0.03416158670479758,0.08308541078869401,0.11673811087935371,0.18071696173263282
1,203,0.29096810001039114,0.30391904991701507,0.03454842591365032,0.089273019072191,0.11934725446078964,0.16194415062596285
1,204,0.29397739352153307,0.2957793871762168,0.031238856603644467,0.08885868691033023,0.1308596387622512,0.1592860370260242
1,205,0.3043528325112437,0.27491949716245967,0.031690947936600274,0.09562380533724173,0.11436760525338742,0.17904531179906719
1,206,0.2741236538575108,0.31384087176293124,0.032186490315152055,0.08825285292743434,0.11212222913513993,0.17947390200183153
1,207,0.3172206169844981,0.2658718403649254,0.029068551361831944,0.08326366540301249,0.12102169946932607,0.18355362641640594
1,208,0.2819009821322798,0.30425262818713833,0.030546345212450428,0.08379394993233696,0.11302675574665899,0.18647933878913545
1,209,0.2686851522271419,0.3145236638743388,0.03095970724575652,0.0952511452984226,0.12046446326734067,0.1701158680869994
1,210,0.28634746427083585,0.2903576701367656,0.03089388185983862,0.09370204099304474,0.12517128601073818,0.17352765672877696
1,211,0.30814620460695735,0.28090659472157203,0.027255629824879654,0.09371915433820689,0.11264220598844801,0.17733021051993605
1,212,0.2987183402031613,0.29771765747143714,0.03211159819791944,0.09038184035399613,0.12687857501300925,0.15419198876047663
1,213,0.28881711983063046,0.3053733064278056,0.028264866380205027,0.08123088961788032,0.13103500294664436,0.16527881479683437
1,214,0.28747944421775656,0.28325579492696584,0.02857969805481312,0.09466726930306775,0.12547132921133924,0.1805464642860575
1,215,0.2955989862819471,0.2864644137430916,0.02944071946232746,0.09215943853804426,0.13291619714954478,0.16342024482504483
1,216,0.29808474180564065,0.29507561125074633,0.030012432829783837,0.08572990190079653,0.1117872586469817,0.17931005356605087
1,217,0.2910700771629212,0.29902920626870017,0.030475113383931676,0.08510351673629445,0.1270809641705315,0.16724112227762108
1,218,0.2820790953122613,0.3013991222165071,0.030462050651182876,0.08934805036106433,0.13515430386951371,0.1615573775894706
1,219,0.27952085406002725,0.30545524925066003,0.031125359552123116,0.08360202041822944,0.12993481976972024,0.17036169694923994
1,220,0.2708087041921923,0.31414318166403465,0.027366784001858057,0.0951068527786997,0.12464931738365459,0.1679251599795607
1,221,0.3061291141251005,0.3043308081986485,0.0316240783389677,0.09166731257917045,0.11553554649531031,0.15071314026280241
1,222,0.30940347328449896,0.2805784475462048,0.02981457681741332,0.09181943101025788,0.11595254778625493,0.17243152355537011
1,223,0.2912373681273678,0.2973984690990522,0.027304085241552672,0.0822368666196142,0.12263415678881037,0.17918905412360275
1,224,0.2833291188406603,0.2999158882501149,0.029527749175108062,0.08114314420292276,0.1305259346398401,0.1755581648913538
1,225,0.3138869964422706,0.27213744394401385,0.0338047601783582,0.09487212798557697,0.12475012835788794,0.1605485430918925
1,226,0.2696773587477504,0.30535827270300725,0.03129779564581389,0.09304940178122455,0.12395280163896726,0.17666436948323666
1,227,0.28679497686695177,0.31038147377646513,0.029287797989455248,0.0834343344574587,0.12486461476310542,0.16523680214656372
1,228,0.27940463301815377,0.2874988313946003,0.02910422654406743,0.0903979177035101,0.13442887016601382,0.1791655211736547
1,229,0.288762729441262,0.3105995642216005,0.028390368075254423,0.08090733359043499,0.1333222139001165,0.15801779077133157
1,230,0.28958681136925596,0.3026049576095644,0.030155162774374827,0.09063342312965086,0.1160776010199072,0.17094204409724673
1,231,0.2954817867154444,0.2937619829695824,0.032251335041353385,0.08832830483923168,0.135733603742712,0.15444298669167617
1,232,0.3154212780223192,0.2771381011954737,0.03216844117169345,0.08455204718357685,0.1308994863645338,0.15982064606240298
1,233,0.3090118936177766,0.2832679557040347,0.02904398459721434,0.08390600909100199,0.12598210665720336,0.16878805033276914
1,234,0.30721491062994344,0.28791037095325267,0.02831834170808896,0.08883686033770907,0.11652315156185718,0.1711963648091487
1,235,0.29810860535033806,0.3066817352782737,0.0316679097938382,0.09252137982386562,0.12020708923569545,0.15081328051798895
1,236,0.3009924501502747,0.28226471558376426,0.03174203453101589,0.08974207687997715,0.11701266707125091,0.1782460557837171
1,237,0.2851135509932159,0.28711733867546074,0.034874759647242605,0.09738651523474257,0.1300720547260757,0.16543578072326245
1,238,0.29538030583575575,0.2929514401971013,0.031604792643266655,0.091239952395127,0.13324119953450567,0.15558230939424372
1,239,0.3154301651941192,0.27879600468080495,0.034083590098502294,0.09319641178156235,0.1165852031151209,0.16190862512989024
